,ARSUSD,COPUSD,CLPUSD,Net trade in goods (value)_Colombia,Net trade in goods (value)_Chile,Net trade in goods (value)_United States,Net trade in goods (value)_Argentina,Exports in goods (value)_Colombia,Exports in goods (value)_Chile,Exports in goods (value)_United States,Exports in goods (value)_Argentina,Imports in goods (value)_Colombia,Imports in goods (value)_Chile,Imports in goods (value)_United States,Imports in goods (value)_Argentina,Insured Unemployment Rate,Chicago Fed National Financial Conditions Index,Federal Funds Effective Rate,Equity Market-related Economic Uncertainty Index,Economic Policy Uncertainty Index for United States,Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Consumer Price Index: All items: Total: Total for Argentina,U.S. Exports of Goods by F.A.S. Basis to Argentina,U.S. Imports of Goods by Customs Basis from Argentina,Consumer Price Index: All Items: Total: Total for Chile,Unemployment Rate: Aged 15 and over: All Persons for Chile,U.S. Exports of Goods by F.A.S. Basis to Chile,U.S. Imports of Goods by Customs Basis from Chile,Consumer Price Index: All items: Total: Total for Colombia,Unemployment Rate: Aged 15 and over: All Persons for Colombia,U.S. Exports of Goods by F.A.S. Basis to Colombia,GDP_United States,GDP_Argentina,GDP_Chile,GDP_Colombia,Interest Rate_Columbia,Interest Rate_Chile,Interest Rate_Argentina,SP500,VIX,Merval,BBG_Comm_Index,BBG_Agriculture_Index,BBG_Aluminum_Index,BBG_Soybeans_Index,BBG_SoybeansOil_Index,BBG_Copper_Index,BBG_Coffee_Index,BBG_Cocoa_Index,Crude Oil Commodity,Brent Crude Commodity,US GBond 1M,US GBond 6M,US GBond 1Y,US GBond 2Y,US GBond 5Y,US GBond 10Y,US GBond 30Y,Chile GBond 10Y,S&P CLX IPSA
2021-04-12,0.01085,0.000273,0.001408,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.66849,0.07,55.01000,69.60000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4127.990234,16.91,48109.601563,83.5819,50.97,32.3919,242.64,52.8529,362.74,8.2599,56.8973,59.7,63.28,0.01,0.038,0.066,0.171,0.892,0.171,2.348,3.54,4950.06
2021-04-13,0.010802,0.000273,0.001403,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.66849,0.07,40.80000,112.82000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4141.589844,16.65,47679.101563,84.3167,51.5161,32.8422,243.78,54.5059,363.94,8.3845,57.8601,60.18,63.67,0.01,0.041,0.061,0.161,0.84,0.161,2.308,3.6,4901.91
2021-04-14,0.010797,0.000273,0.001413,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.66849,0.07,32.20000,65.13000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4124.660156,16.99,47299.0,85.8804,52.5416,33.272,246.96,55.6674,372.54,8.5177,58.2642,63.15,66.58,0.013,0.041,0.061,0.163,0.86,0.163,2.324,3.69,4927.08
2021-04-15,0.010791,0.000274,0.00141,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.66849,0.07,22.77000,111.93000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4170.419922,16.57,47093.300781,86.5611,52.9157,33.4831,248.5,56.3603,380.74,8.559,58.359,63.46,66.94,0.01,0.041,0.063,0.157,0.792,0.157,2.209,3.62,4942.16
2021-04-16,0.010785,0.000277,0.001433,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.67678,0.07,50.96000,86.85000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4185.470215,16.25,47664.398438,86.5268,53.0182,33.1339,250.53,57.8208,376.06,8.3366,58.3828,63.13,66.77,0.01,0.043,0.063,0.163,0.823,0.163,2.263,3.55,4988.17
2021-04-17,0.010785,0.000277,0.001433,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.67678,0.07,84.18000,108.04000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4185.470215,16.25,47664.398438,86.5268,53.0182,33.1339,250.53,57.8208,376.06,8.3366,58.3828,63.13,66.77,0.01,0.043,0.063,0.163,0.823,0.163,2.263,3.55,4988.17
2021-04-18,0.010785,0.000277,0.001433,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.67678,0.07,33.95000,128.86000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4185.470215,16.25,47664.398438,86.5268,53.0182,33.1339,250.53,57.8208,376.06,8.3366,58.3828,63.38,66.77,0.0101,0.0431,0.0659,0.163,0.8259,0.163,2.266,3.55,4988.17
2021-04-19,0.010768,0.00028,0.001424,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.67678,0.07,121.44000,92.00000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4163.259766,17.290001,48026.300781,86.7849,53.1694,33.3457,252.99,57.4263,382.55,8.3811,59.0463,63.38,67.05,0.01,0.041,0.061,0.161,0.829,0.161,2.293,3.56,4970.29
2021-04-20,0.01076,0.000276,0.001428,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.67678,0.07,39.79000,89.99000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4134.939941,18.68,46894.5,86.9782,54.0972,33.0502,256.74,58.7802,380.38,8.5431,57.3167,62.44,66.57,0.008,0.043,0.058,0.153,0.795,0.153,2.26,3.59,4975.8
2021-04-21,0.010755,0.000275,0.001436,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.67678,0.07,33.63000,100.71000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4173.419922,17.5,47616.5,87.2667,54.9763,33.8373,260.57,60.699,386.38,8.5272,57.7906,61.35,65.32,0.005,0.038,0.063,0.149,0.8,0.149,2.263,3.6,4932.18
2021-04-22,0.010759,0.000277,0.001433,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.67678,0.07,58.70000,70.82000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4134.97998,18.709999,47122.601563,87.9709,56.5392,33.823,266.69,62.8417,385.66,8.6511,57.8617,61.43,65.4,0.005,0.038,0.063,0.151,0.802,0.151,2.241,3.65,4843.82
2021-04-23,0.010744,0.000275,0.001416,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.68413,0.07,136.04000,102.84000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4180.169922,17.33,47374.5,88.4025,56.7673,33.848,267.0,62.6605,391.2,8.8004,58.0513,62.14,66.11,0.013,0.035,0.061,0.157,0.816,0.157,2.251,3.63,4839.14
2021-04-24,0.010744,0.000275,0.001416,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.68413,0.07,67.87000,76.35000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4180.169922,17.33,47374.5,88.4025,56.7673,33.848,267.0,62.6605,391.2,8.8004,58.0513,62.14,66.11,0.013,0.035,0.061,0.157,0.816,0.157,2.251,3.63,4839.14
2021-04-25,0.010744,0.000275,0.001416,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.68413,0.07,66.60000,106.95000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4180.169922,17.33,47374.5,88.4025,56.7673,33.848,267.0,62.6605,391.2,8.8004,58.0513,61.91,66.11,0.0203,0.0355,0.0609,0.157,0.8213,0.157,2.241,3.63,4839.14
2021-04-26,0.01073,0.000276,0.001403,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.68413,0.07,121.14000,84.99000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4187.620117,17.639999,47931.300781,89.5237,58.3101,34.4097,271.09,64.9098,400.52,9.1086,58.9281,61.91,65.65,0.01,0.035,0.061,0.172,0.831,0.172,2.244,3.7,4864.86
2021-04-27,0.01072,0.000271,0.001419,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.68413,0.07,13.32000,165.42000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4186.720215,17.559999,48962.199219,90.0768,58.3813,34.2981,267.61,64.8991,404.22,9.2706,58.7149,62.94,66.42,0.008,0.038,0.058,0.18,0.878,0.18,2.293,3.81,4748.52
2021-04-28,0.010714,0.000269,0.001426,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.68413,0.07,75.77000,102.30000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4183.180176,17.280001,50043.800781,90.1887,57.72,34.3396,266.6,65.1976,405.3,9.2675,58.5728,63.86,67.27,0.01,0.0355,0.053,0.166,0.865,0.166,2.3,3.92,4586.27
2021-04-29,0.010704,0.000271,0.001437,-1.474764,0.627266,-86.825,0.6439397,3.263442,7.270531,143.816,5.840012,4.738206,6.643265,230.641,5.196072,2.7,-0.68413,0.06,68.15000,153.32000,264.914,435.8657,576.147301,337.044717,117.769686844566,10.2406654239862,1316.939511,1669.24002,125.205070330419,14.7887059352978,1432.674625,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4211.470215,17.610001,50065.199219,90.1666,57.3546,34.585,264.57,63.8438,404.31,9.0864,59.2125,65.01,68.56,0.005,0.03,0.051,0.166,0.867,0.166,2.31,3.99,4542.54
2021-04-30,0.010698,0.000269,0.001411,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69015,0.05,50.17000,125.83000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4181.169922,18.610001,49056.101563,90.361,58.4752,34.2952,270.21,66.5088,402.64,8.9879,56.4403,63.58,67.25,0.01,0.025,0.053,0.162,0.856,0.162,2.3,3.94,4472.84
2021-05-01,0.010698,0.000269,0.001411,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69015,0.05,84.32000,107.85000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4181.169922,18.610001,49056.101563,90.361,58.4752,34.2952,270.21,66.5088,402.64,8.9879,56.4403,63.58,67.25,0.01,0.025,0.053,0.162,0.856,0.162,2.3,3.94,4472.84
2021-05-02,0.010698,0.000269,0.001411,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69015,0.05,67.49000,184.50000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4181.169922,18.610001,49056.101563,90.361,58.4752,34.2952,270.21,66.5088,402.64,8.9879,56.4403,64.49,67.25,0.0101,0.0254,0.0507,0.162,0.8493,0.162,2.298,3.94,4472.84
2021-05-03,0.010649,0.000267,0.001408,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69015,0.06,105.06000,297.27000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4192.660156,18.309999,48872.5,90.9651,58.1302,34.2952,268.41,67.223,408.09,8.9116,56.1324,64.49,67.56,0.01,0.035,0.056,0.16,0.83,0.16,2.289,3.89,4589.24
2021-05-04,0.010676,0.000263,0.001421,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69015,0.06,41.33000,119.21000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4164.660156,19.48,48655.5,91.6533,58.9176,34.7281,270.91,67.7774,407.46,8.918,55.0662,65.69,68.88,0.008,0.041,0.056,0.162,0.82,0.162,2.266,3.8,4648.82
2021-05-05,0.010673,0.000261,0.001422,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69015,0.06,22.81000,176.89000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4167.589844,19.15,49152.300781,92.2249,59.8844,34.9571,271.62,67.6494,407.69,9.5216,56.7485,65.63,68.96,0.008,0.041,0.056,0.159,0.803,0.159,2.258,3.75,4704.25
2021-05-06,0.010676,0.00026,0.001419,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69015,0.06,23.76000,142.39000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4201.620117,18.389999,49389.300781,92.8708,60.7934,35.5789,276.42,68.5982,414.76,9.8044,57.175,64.71,68.09,0.01,0.041,0.053,0.157,0.796,0.157,2.236,3.77,4630.72
2021-05-07,0.010663,0.000263,0.001429,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69522,0.06,25.68000,170.41000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4232.600098,16.690001,51419.5,93.7349,61.4078,36.3123,279.98,68.7368,427.92,9.7154,58.3598,64.9,68.28,0.01,0.0355,0.051,0.145,0.771,0.145,2.277,3.73,4618.8
2021-05-08,0.010663,0.000263,0.001429,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69522,0.06,17.88000,134.18000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4232.600098,16.690001,51419.5,93.7349,61.4078,36.3123,279.98,68.7368,427.92,9.7154,58.3598,64.9,68.28,0.01,0.0355,0.051,0.145,0.771,0.145,2.277,3.73,4618.8
2021-05-09,0.010663,0.000263,0.001429,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69522,0.06,136.11000,114.95000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4232.600098,16.690001,51419.5,93.7349,61.4078,36.3123,279.98,68.7368,427.92,9.7154,58.3598,64.92,68.28,0.0203,0.038,0.0507,0.145,0.7741,0.145,2.288,3.73,4618.8
2021-05-10,0.010757,0.000267,0.001439,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69522,0.06,53.73000,168.80000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4188.430176,19.66,51750.300781,93.1553,60.3492,36.1713,279.59,68.0545,424.99,9.4072,59.5683,64.92,68.32,0.005,0.035,0.048,0.153,0.782,0.153,2.319,3.72,4594.6
2021-05-11,0.010656,0.00027,0.001436,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69522,0.06,41.19000,175.89000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4152.100098,21.84,51094.0,93.865,61.2754,36.0125,284.39,69.0779,429.14,9.5375,58.431,65.28,68.55,0.005,0.035,0.048,0.161,0.801,0.161,2.352,3.71,4540.8
2021-05-12,0.01065,0.00027,0.001425,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69522,0.06,10.97000,78.70000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4063.040039,27.59,51020.199219,93.8772,61.1739,35.4226,289.28,70.7835,426.79,9.3088,59.6394,66.08,69.32,0.005,0.033,0.048,0.167,0.864,0.167,2.416,3.79,4485.58
2021-05-13,0.01064,0.000267,0.001415,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69522,0.06,11.46000,94.65000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4112.5,23.129999,52625.898438,91.7009,58.8818,34.9964,278.97,70.1226,422.69,9.3024,59.284,63.82,67.05,0.003,0.03,0.046,0.159,0.837,0.159,2.395,3.78,4443.64
2021-05-14,0.010638,0.000269,0.001414,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.7,-0.69806,0.06,12.65000,100.11000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4173.850098,18.809999,54850.101563,91.9824,58.3613,35.1503,279.37,72.0414,419.45,9.2134,58.6206,65.37,68.71,0.005,0.03,0.048,0.151,0.816,0.151,2.355,3.81,4574.69
2021-05-15,0.010638,0.000269,0.001414,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.6,-0.69806,0.06,17.85000,53.80000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4173.850098,18.809999,54850.101563,91.9824,58.3613,35.1503,279.37,72.0414,419.45,9.2134,58.6206,65.37,68.71,0.005,0.03,0.048,0.151,0.816,0.151,2.355,3.81,4574.69
2021-05-16,0.010638,0.000269,0.001414,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.6,-0.69806,0.06,51.54000,129.76000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4173.850098,18.809999,54850.101563,91.9824,58.3613,35.1503,279.37,72.0414,419.45,9.2134,58.6206,66.27,68.71,0.0152,0.0304,0.0456,0.151,0.8177,0.151,2.349,3.81,4574.69
2021-05-17,0.01065,0.000271,0.00143,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.6,-0.69806,0.06,35.94000,128.94000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4163.290039,19.719999,56095.0,93.2504,58.6051,35.6647,279.59,73.5232,424.59,9.2611,60.1608,66.27,69.46,0.005,0.03,0.048,0.153,0.829,0.153,2.355,3.94,4147.86
2021-05-18,0.010633,0.000271,0.001398,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.6,-0.69806,0.06,67.26000,96.41000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4127.830078,21.34,56078.601563,93.1516,58.8779,35.3614,277.26,73.2034,425.85,9.7091,59.3315,65.49,68.71,0.005,0.03,0.048,0.151,0.821,0.151,2.364,3.93,4143.96
2021-05-19,0.01063,0.000273,0.001405,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.6,-0.69806,0.06,111.45000,147.69000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4115.680176,22.18,55990.0,91.4413,57.8723,34.4598,270.91,70.8581,412.42,9.5915,58.5022,63.36,66.66,0.008,0.025,0.048,0.159,0.863,0.159,2.387,3.97,4030.39
2021-05-20,0.010615,0.000272,0.001399,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.6,-0.69806,0.06,119.84000,189.22000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4159.120117,20.67,57109.398438,90.8886,57.757,34.1793,270.03,70.1013,411.65,9.5915,57.9099,62.05,65.11,0.005,0.02,0.041,0.151,0.815,0.151,2.341,4.01,4079.99
2021-05-21,0.010611,0.000269,0.001388,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.6,-0.70128,0.06,106.10000,108.94000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4155.859863,20.15,56221.898438,90.8946,57.4325,33.8087,268.8,69.8134,403.81,9.5375,58.1942,63.58,66.44,0.0,0.02,0.043,0.157,0.828,0.157,2.333,4.01,4079.99
2021-05-22,0.010611,0.000269,0.001388,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.6,-0.70128,0.06,53.72000,80.84000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4155.859863,20.15,56221.898438,90.8946,57.4325,33.8087,268.8,69.8134,403.81,9.5375,58.1942,63.58,66.44,0.0,0.02,0.043,0.157,0.828,0.157,2.333,4.01,4079.99
2021-05-23,0.010611,0.000269,0.001388,-1.642437,1.846691,-86.003,1.014922,2.934618,8.05259,142.821,5.779971,4.577055,6.2059,228.824,4.765049,2.6,-0.70128,0.06,171.51000,181.82000,266.670,453.6503,576.282562,402.923974,118.216403206915,9.77283555016143,1361.493232,1359.095191,125.946665083797,14.7335567458935,1108.94159,20117601.3,5598904.6,173776207.7,892953.6,1.75,0.5,38.0,4155.859863,20.15,56221.898438,90.8946,57.4325,33.8087,268.8,69.8134,403.81,9.5375,58.1942,66.05,66.44,0.0127,0.0304,0.0482,0.157,0.8212,0.157,2.32,4.01,4079.99
